Vessel name,Bandeira,Total embarked,Total disembarked,Percent men,Percent women,Mortality rate,Middle passage,Captain's name
S Pedro,Portugal,201,198,0.35602,0.28796,,,"Florêncio, Antônio"
S Pedro,Portugal,102,91,0.38235,0.40196,,61,"Florêncio, Antônio"
S Sebastião,Portugal,140,137,,,,,"Rosa, Verissimo Duarte"
S Sebastião,Portugal,152,136,0.41447,0.24342,,,"Santos, Leonardo José dos"
S Sebastião,Portugal,114,114,,,0.0,,"Santos, Leonardo José dos"
S Sebastião,Portugal,103,100,,,,,"Santos, Leonardo José dos"
S Sebastião,Portugal,187,182,0.40642,0.32086,0.03,39,"Lima, Jerônimo Gonçalves"
S Antônio,Portugal,130,129,,,,,"Azevedo, José Ferreira de"
S Antônio,Portugal,116,104,0.33333,0.42982,,,"Marques, Manoel Isidoro"
S Antônio Delfim,,513,485,,,0.05,47,"Santos, Lourenço Gomes dos"
S Antônio Delfim,Portugal,574,517,0.58994,0.16248,0.1,41,"Santos, Lourenço Gomes dos"
Santana e S Domingos,Portugal,216,205,0.415,0.345,0.05,35,"Leão, José das Neves"
NS da Piedade e Almas,Portugal,26,26,,,,,
NS da Piedade e Almas,Portugal,264,236,0.37089,0.25822,,,"Travassos, José Manoel"
NS da Piedade e Almas (a) Amizade,Portugal,3,3,,,0.0,,"Travassos, José Manoel"
NS da Piedade e Almas,Portugal,80,72,,,0.1,,
Africana,,31,30,,,0.03,,
NS de Nazaré e S Antonio de Lisboa,Portugal,3,3,,,0.0,,"Pontes, Manoel Ribeiro"
NS de Nazaré e Sr do Bonfim,Portugal,170,165,0.53529,0.26471,0.03,31,"Florêncio, Antônio"
NS de Nazaré e Santana,Portugal,228,211,,,,37,"Chaves, Domingos Antônio"
NS de Nazaré e Santana (a) Farinheira,Portugal,226,226,0.32,0.4,0.0,33,"Rosa, Joaquim dos Santos"
S Francisco Xavier,Portugal,157,151,0.6242,0.19745,,,"Almeida, Manoel Gomes de"
S Francisco Xavier,Portugal,142,137,0.73944,0.17606,,,"Almeida, Manoel Gomes de<br/> Tomás, Manoel da Silva"
S Francisco Xavier,Portugal,207,187,0.43478,0.30918,,,"Tomás, Manoel da Silva"
S Francisco Xavier,Portugal,218,218,,,0.0,,"Caldeira, Francisco Jaques"
S Francisco Xavier,Portugal,141,125,0.67346936,0.2244898,,61,"Caldeira, Francisco Jaques"
S Francisco Xavier,Portugal,187,171,0.45455,0.35294,0.09,74,"Caldeira, Francisco Jaques"
Sr dos Passos,Portugal,6,6,,,0.0,,"Encarnação, Manoel Antônio da"
S dos Passos,Portugal,6,6,,,0.0,,
NS da Esperança,Portugal,188,186,,,,,"Santos, José dos"
NS da Esperança,Portugal,170,169,,,,,"Santos, José dos"
NS da Esperança,Portugal,140,135,0.45714,0.22857,,,"Chaves, Domingos Antônio"
S Paulo,Portugal,130,126,0.53077,0.28462,,,"Marques, Manoel Isidoro"
S Paulo,Portugal,173,173,0.43353,0.31214,0.0,,"Rosa, Verissimo Duarte"
S Paulo,Portugal,100,97,0.53,0.37,,,"Rosa, Verissimo Duarte"
S Paulo,,152,133,,,0.13,,
S Paulo,Portugal,174,169,0.34483,0.37931,,,"Santos, Leonardo José dos"
S Paulo,Portugal,130,120,0.44615,0.26154,,44,"Chaves, Domingos Antônio"
NS da Oliveira,Portugal,173,170,0.52023,0.28902,,,"Carvalho, Antônio José de"
NS da Oliveira,Portugal,235,219,0.41102,0.30932,0.07,52,"Cabo, Manoel Luís do"
NS da Oliveira,Portugal,221,210,0.41176,0.36652,,41,"Cabo, Manoel Luis do"
NS da Oliveira,Portugal,210,203,0.40476,0.26667,,,"Cabo, Manoel Luis do"
S Pedro Gonçalves,Portugal,185,177,0.54054,0.21081,,,"Silva, Inácio Luís da<br/> Espírito Santo, João do"
S Pedro Gonçalves,Portugal,219,211,0.51598,0.21918,,38,"Espírito Santo, João do"
S Pedro Gonçalves,Portugal,207,194,0.48792,0.28502,,38,"Espírito Santo, João do"
S Pedro Gonçalves,Portugal,179,164,0.37195,0.34146,0.08,42,"Espírito Santo, João do"
S Pedro Gonçalves,Portugal,169,167,0.58025,0.28395,,27,"Espírito Santo, João do"
S Marçal,Portugal,150,146,,,0.03,,"Franco, Bernardo"
S Marçal,Portugal,155,138,0.51656,0.37748,,,"Carvalho, Antônio José de"
S Marçal,Portugal,150,136,0.33775,0.4702,0.09,,"Lima, Jerônimo Gonçalves"
S Francisco de Paula,Portugal,176,165,0.51705,0.26136,0.06,108,"Duarte, Joaquim Ribeiro"
S Francisco de Paula,Portugal,174,162,0.45977,0.29885,,,"Florêncio, Antônio"
S Francisco de Paula,Portugal,218,197,0.32653,0.30102,,32,"Silva, Francisco de Sales e"
S Francisco de Paula,Portugal,211,208,0.45024,0.34597,0.01,51,"Franco, João"
S Francisco de Paula,Portugal,105,146,0.31429,0.48571,,37,"Franco, João"
S Francisco de Paula,Portugal,10,10,,,0.0,,"Franco, João<br/> Franco, João"
NS do Bom Despacho,,5,5,,,0.0,,
NS do Socorro e S José e Almas,Portugal,7,6,,,,,
NS do Rosario,Portugal,1,1,,,0.0,,"Viana, José Luis"
S Rafael,Portugal,22,21,0.1,0.35,,,"Ressurreição, Manoel Gomes da<br/> Monteiro, Manoel de Landim"
S Rafael,,18,18,,,0.0,,
S Aníbal,,14,14,,,0.0,,"Dias, Joaquim Bernardo"
NS das Necessidades,Portugal,227,147,0.55947,0.20264,,,"Goilão, Tomas Luis"
NS das Necessidades,Portugal,139,128,0.44218,0.38095,0.08,,"Melo, Gonçalo Pacheco de"
NS das Necessidades,Portugal,172,166,,,,,"Rosa, Verissimo Duarte"
NS das Necessidades,Portugal,180,163,0.27778,0.34444,,,"Cabo, Manoel Luis do"
NS das Necessidades,Portugal,186,177,0.26344,0.54839,,,"Cabo, Manoel Luis do"
NS do Monte do Carmo,Portugal,175,174,0.61143,0.24,,,"Reis, Sebastião Alberto Dionísio dos"
NS do Monte do Carmo,Portugal,184,184,0.46739,0.34239,0.0,,"Costa, Geraldo Pereira da"
NS do Monte do Carmo,Portugal,190,181,0.44737,0.29474,0.05,30,"Silva, Francisco de Sales e"
NS do Monte do Carmo,Portugal,210,193,0.47143,0.21429,0.08,45,"Silva, Francisco de Sales e"
S Jorge,Portugal,210,184,0.33152,0.28261,,55,"Barros, Alberto Caetano de"
S Jorge,Portugal,257,255,,,0.01,37,"Paiva, Joaquim Valério de"
S Domingos,Portugal,133,122,0.50376,0.21053,,,"Pereira, Antônio"
NS do Pilar S Luzia e Almas,Portugal,30,27,,,,,"Toste, João Lopes"
NS de Belém S José e S Francisco de Paula,Portugal,20,11,,,,,"Lisboa, Antônio Duarte"
NS de Belém,Portugal,22,11,,,0.5,,
NS de Belém,Portugal,4,4,,,0.0,,"Leal, Antônio da Costa"
NS de Belém,Portugal,341,312,,,,,"Leão, José das Neves"
NS da Purificação e Almas,Portugal,39,39,,,0.0,,
NSr do Bonfim S Antônio e Almas,Portugal,11,8,,,0.27,,
Santíssimo Sacramento e NS da Lapa,Portugal,220,194,0.35455,0.33636,,,"Duarte, Joaquim Ribeiro"
Santíssimo Sacramento e NS da Lapa,Portugal,77,77,,,,,"Santos, Feliciano dos"
Santíssimo Sacramento e NS da Lapa,Portugal,10,10,,,0.0,,"Oliveira, Antônio de Melo de"
Santíssimo Sacramento e NS da Lapa,Portugal,10,10,,,0.0,,
NS da Aparecida,Portugal,11,11,,,0.0,,"Cunha, Manoel José da"
NS da Aparecida,,13,13,,,0.0,,
NS da Esperança,Portugal,190,158,0.47458,0.37853,,,"Santos, José dos"
Santana S José e Almas,Portugal,109,100,0.46789,0.26606,,,"Santos, Feliciano dos"
NS da Piedade e Almas,Portugal,78,77,,,0.01,,"Correa, Inácio"
NS da Guia S Antônio e Almas,,356,333,,,,,
NS da Guia S Antônio e Almas,,359,336,,,,,
NS da Guia S Antônio e Almas,,359,336,,,,,
NS da Guia S Antônio e Almas,,359,329,,,,68,
NS da Guia S Antônio e Almas,,363,333,,,,,
NS da Guia S Antônio e Almas,,360,330,,,,60,
Santíssimo Sacramento e Todos os Santos,,269,252,,,,,"Pereira, José"
Santíssimo Sacramento e Todos os Santos,,402,376,,,,34,
Santíssimo Sacramento e Todos os Santos,,501,459,,,,,
Santíssimo Sacramento e Todos os Santos,,417,382,,,,,
Santíssimo Sacramento e Todos os Santos,,501,459,,,,,
NS do Rosario S Antônio e Almas,,402,376,,,,45,
NS do Rosario S Antônio e Almas,,307,287,,,,,"Teixeira, Francisco Rodrigues"
NS do Rosario S Antônio e Almas,,414,379,,,,34,
NS do Rosario S Antônio e Almas,,282,258,,,,,"Cirne, Pedro da Costa"
NS do Rosario S Antônio e Almas,,401,367,,,,,"Costa, Francisco José da"
NS do Rosario S Antônio e Almas,,218,200,,,,,"Teixeira, Francisco Rodrigues"
NS da Natividade e S Francisco Xavier,,287,268,,,,,"Cirne, Pedro da Costa"
NS da Natividade e S Francisco Xavier,,383,358,,,,,"Cirne, Pedro da Costa"
NS da Natividade e S Francisco Xavier,,361,338,,,,,"Teixeira, Francisco Rodrigues"
NS da Natividade e S Francisco Xavier,,364,340,,,,,"Cirne, Pedro da Costa"
NS da Natividade e S Francisco Xavier,Portugal,337,315,,,,,"Pereira, José"
NS da Natividade e S Francisco Xavier,,491,450,,,,49,
NS da Natividade,,404,370,,,,,
NS da Natividade e S Francisco Xavier,Portugal,305,285,,,,,"Pereira, José"
NS da Natividade e S Francisco Xavier,,291,267,,,,,"Teixeira, Francisco Rodrigues"
NS da Natividade e S Francisco Xavier,,263,241,,,,,"Torres, José Francisco"
NS da Natividade e S Francisco Xavier,,171,156,,,,,
S Antônio e Almas,Portugal,451,422,,,,,"Andrade, Marcelino César de"
S Antônio e Almas,,527,493,,,,,"Mendonça, Domingos Furtado de"
S Antônio e Almas,,531,496,,,,,
S José,Portugal,433,405,,,,85,"Teixeira, Francisco Rodrigues"
S Antônio e Almas,Portugal,508,475,,,,29,"Santos, Domingos Joaquim"
NS do Rosario S Antônio e Almas,,338,310,,,,70,"Melo, André Vieira de"
Bom Jesus dos Navegantes S João Nepomuceno,,513,461,,,,,
Bom Jesus dos Navegantes e S João Napomuceno,,505,454,,,,,"Lisboa, Antônio de Pontes"
Bom Jesus dos Navegantes,,604,542,,,0.1,28,
NS Jesus do Bonfim e S Pedro,,605,544,,,,,"Andrade, Marcelino César de"
Sr Jesus do Bonfim,,550,514,,,,,
Sr do Bonfim e Prazeres,,308,273,,,,,
S José,,567,519,,,,,"Carvalho, Manoel Pires de"
Postilhão,,464,425,,,,,"Figueira, Antônio Lopes"
Postilhão,,374,297,,,0.21,,
Postilhão,,190,174,,,,,
NS Mãe de Deus e Santana,Portugal,302,282,,,,,"Mendonça, Domingos Furtado de"
Boa Fortuna,,402,376,,,,,
NS do Rosario e NS da Guia,,650,530,,,,,"Teixeira, Francisco Rodrigues"
NS da Assunção,,280,262,,,,,
NS dos Remédios e S Henrique Imperador,,354,345,,,,,
Bonsucesso,,35,33,,,,,
NS da Guia S Antônio e Almas,Portugal,403,369,,,,47,"José, Joaquim"
Santíssimo Sacramento e Todos os Santos,,400,374,,,,,
Santíssimo Sacramento e Todos os Santos,,408,381,,,,,
NS dos Prazeres Santíssimo Sacramento e Todos os Santos,Portugal,404,370,,,,81,
NS do Rosario S Antônio e Almas,,432,404,,,,,
NS do Monte Carmo e S José,,169,150,,,,,
D Jacinto,,401,367,,,,,
Sutil (a) Subtile,,118,105,,,,,
 ,,130,116,,,,,
Santissimo Sacramento,,523,510,,,0.02,,"Martins, José Francisco"
S Francisco de Borja,,406,356,,,,,"Noronha, Diogo de Abreu de Lima"
NS de Nazaré e S Antônio das Barreiras,,172,151,,,,,"Chaves, Antônio Fernandes"
NS de Belém,,353,324,,,,38,"Lima, João Francisco<br/> Santos, Domingos Herculano (a) Azevedo"
Leonina,Portugal,350,323,,,,28,"Beiroz, José Gonçalves<br/> Lima, Francisco Gonçalves<br/> Pereira, Manoel Antonio"
Mary,Great Britain,513,484,,,0.06,63,"Smith, Robert"
Change,Great Britain,362,250,,,,,"King, William"
Friend's Adventure,Great Britain,420,290,,,,,"Bustill, Christop"
Roebucke,Great Britain,376,260,,,,,"Bybee, Robert"
Elinor and Elizabeth,Great Britain,222,180,,,0.19,84,"Daile, Benjamin"
Ellen and Elizabeth,Great Britain,231,160,,,,,"Daile, Benjamin"
Speedwell,Great Britain,289,200,,,,,"Varle, Phillip"
Firebrass,Great Britain,347,240,,,,,"Coatham, John"
Love and Friendship,Great Britain,289,200,,,,,"White, Thomas"
Heron,Great Britain,378,202,,,0.47,,"Churchey, George"
Jonas,Great Britain,174,121,,,,,"Mingham, John"
Friends,Great Britain,216,191,,,,44,"Clarke, John"
Saint George,Great Britain,579,440,,,,105,"Shepheard, Richard"
Coaster,Great Britain,215,190,,,,,"Glover, Bart"
Coaster,Great Britain,208,189,,,0.09,33,"Bramble, William"
Eaglet,Great Britain,230,133,,,0.42,94,"Waugh, John"
Alexander and Elizabeth,Great Britain,133,124,,,0.07,70,"Matthews, Oliver"
Unity,Great Britain,200,180,,,0.1,95,"Draper, Thomas"
John and Mary,Great Britain,146,101,,,,,"Deeron, William"
Francis,Great Britain,168,116,,,,,"Bradly, Stephen"
Providence,Great Britain,232,160,,,,,"Hobson, David"
John and Mary,Great Britain,217,150,,,,,"Cribb, John"
Benjamin,Great Britain,258,228,,,,,"Andrews, Joseph"
Pineapple,Great Britain,235,163,,,,,"Osney, George"
Margarett,Great Britain,336,233,,,,,"Watkins, Edward"
Lucitania Merchant,Great Britain,333,253,,,,,"Bennett, William"
Princess Anne,Great Britain,462,351,,,,,"Ingle, Joseph<br/> Draper, Thomas"
Oxford,Great Britain,289,200,,,,,"Cary, Thomas"
Arcania Merchant,Great Britain,508,386,,,,,"Attwell, Thomas"
Coaster,Great Britain,200,191,,,0.04,26,"Glover, Bart"
Saint George,Great Britain,550,417,,,0.24,74,"Ware, Robert<br/> Shepherd, Robert"
Philip,Great Britain,118,100,,,,,Roberts
Three Brothers,Great Britain,175,140,,,,,"Laughton, Rowland"
Swallow,Great Britain,111,110,0.53704,0.40741,0.01,56,"Pepperell, Nicholas"
Adventure,Great Britain,238,186,,,,,"Shering, Samuel"
Crown,Great Britain,251,201,,,,,"Deacon, William"
Marygold,Great Britain,121,97,,,,,"Dow, George"
Prosperous,Great Britain,225,180,,,,,"Henty, John"
Thomas and Elizabeth (a) Thomas and Edward,Great Britain,149,119,,,,,"Rawlings, Benjamin"
Happy Return,Great Britain,122,98,,,,,"Archer, Edward"
Gone,Great Britain,112,90,,,,,
Carolina,Great Britain,362,290,,,,,Lousay
Bonadventure,Great Britain,687,550,,,,,"Ford, Anthony"
William,Great Britain,226,181,,,,,"Bill, Jacob"
Providence,Great Britain,662,530,,,,,Carolsen
Edward Francis,Great Britain,200,160,,,,,"Burke, James"
Swallow,Great Britain,146,111,0.54955,0.42342,,,"Pepperell, Nicholas"
Friendship,Great Britain,106,90,,,,,"Windsor, T"
Society,Great Britain,267,214,,,,,"Ratey, L"
New London,Great Britain,33,28,,,,,"Ford, Robert"
Robert,Great Britain,142,114,,,,,"Bridgar, J"
Palm Tree,Great Britain,141,120,,,,,"Terrie, Benjamin"
Lyon Frigate,Great Britain,323,288,,,,,"Soane, John<br/> Thomas"
Robert and Margaret,Great Britain,250,200,,,,,Loriston
Ann,Great Britain,375,260,,,,,Haslewood
Hopefull Jacob,Great Britain,375,300,,,,,"Laurence, George"
Edward and Francis,Great Britain,182,146,,,,,"Rust, Walt"
Friendship,Great Britain,108,92,,,,,"Windsor, Thomas"
Thomas and John,Great Britain,121,108,,,,,"Carter, Edwin"
Amity,Great Britain,148,131,,,,,"Serjent, Richard"
New Adventure,Great Britain,243,195,,,,,"Williams, Matthew<br/> Reyley, William"
Success,Great Britain,341,304,,,,,"Churchey, William"
Happy Return,Great Britain,243,195,,,,,"Davis, John"
Coventry,Great Britain,247,220,,,,,"Pitts, Thomas<br/> Tabor, Thomas"
Albion Frigate,Great Britain,600,250,,,0.58,85,"Duport, Stephen"
John Bonadventure,Great Britain,541,433,,,,,"Ford, Anthony"
Don Jasper,Great Britain,250,200,,,,,"Knight, Gabriel<br/> Hamond, Thomas"
Lion and Lamb,Great Britain,486,389,,,,,"Green, Joseph"
New Frierby,Great Britain,134,107,,,,,"Kent, Bailey"
Unity,Great Britain,182,146,,,,,"White, William"
Mary,Great Britain,243,195,,,,,"Edy, Henry<br/> Hawkins, R"
Thomas and John,Great Britain,121,108,,,,,"White, Thomas"
Edward and Francis,Great Britain,169,150,,,,,"Rust, Walt"
John's Adventure,Great Britain,152,122,,,,,"Poulgreen, William"
Fortune,Great Britain,424,340,,,,,"Clay, George"
Samuel and Margaret,Great Britain,187,150,,,,,"Terry, Abraham<br/> Carter, Charles"
Marygold,Great Britain,148,131,,,,,"Mathews, Thomas"
William,Great Britain,312,250,,,,,"Hamlin, Richard"
Gold Frigate,Great Britain,462,370,,,,,"Jeffrys, Robert"
Happy Return,Great Britain,127,99,,,,,"Davis, John"
Amity,Great Britain,218,170,,,,,"Smallwood, Richard"
Arcania Frigate,Great Britain,174,136,,,,,"Williams, John<br/> Dowritch, William"
Content,Great Britain,112,100,,,,,"Martin, William"
Johanna,Great Britain,82,72,,,,,"Loring, John"
Lowther Galley,Great Britain,313,250,,,,,"Lowther, John"
Mary,Great Britain,156,138,,,,,"Fatrusse, Peter<br/> Pogger, Henry"
Elizabeth Gally,Great Britain,287,230,,,,,"Rogers, Thomas"
Don Carlos,Great Britain,417,373,0.69892,0.17204,0.11,80,"Esterson, William"
Judith,Great Britain,152,135,,,,,"Berry, Thomas"
John's Adventure,Great Britain,121,107,,,,,"Peacock, John"
Dragon,Great Britain,50,40,,,,,"Hodges, Edward<br/> Taylor, Henry"
Thomas and John,Great Britain,84,71,,,,,"Hillgrove, Nicholas"
Saint Winifred,Great Britain,200,196,,,0.02,,"Owen, William"
Friendship,Great Britain,71,63,,,,,"Windsor, Thomas"
Barwick,Great Britain,102,82,,,,,"Barnes, Charles<br/> Collingwood"
Marygold,Great Britain,160,143,,,,,"Gill, John"
John and Mary,Great Britain,131,105,,,,,"Lumley, John"
Unity,Great Britain,98,87,,,,,"Bond, Francis"
Sarah Gally,Great Britain,237,190,,,,,"Francis, James"
Happy Return,Great Britain,237,190,,,,,"Davis, John"
Monmouth Gally,Great Britain,112,90,,,,,"Belton, William<br/> Prissick, T"
Unity,Great Britain,310,248,,,,,"Cummings, Richard<br/> Hewitt, David"
Neptune,Great Britain,286,229,,,,,"Johnson, George<br/> Forty, Henry"
Bridgett and Sarah,Great Britain,277,222,,,,,"Holland, Richard"
Benjamin,Great Britain,312,250,,,,,"Nolbrough, James"
James and Francis,Great Britain,162,130,,,,,"Edwards, Thomas<br/> Hammond, Thomas"
Duke of Gloucester,Great Britain,187,150,,,,,"Hereford, John<br/> Bright, David"
Love's Increase,Great Britain,237,190,,,,,"Lancaster, John"
Golden Cock,Great Britain,91,73,,,,,"Scott, Thomas<br/> Jenings, J"
Tryall,Great Britain,91,73,,,,,"Holt, Benjamin"
Content,Great Britain,90,80,,,,,"Martin, William"
Arcania Merchant,Great Britain,310,248,,,,,"Lumley, George"
Mary,Great Britain,143,127,,,,,"Pogger, Henry<br/> Legay, Jac"
"Susanna, Ann and Elizabeth",Great Britain,237,190,,,,,"Clay, Benjamin"
Elizabeth Gally,Great Britain,231,185,,,,,"Rogers, Thomas"
Betty,Great Britain,59,47,,,,,"Langhorne, Charles"
New York,Great Britain,101,90,,,,,"Mathews, Robert"
Encouragement,Great Britain,323,259,,,,,"Sadler, Ralph"
Amity,Great Britain,212,170,,,,,"Benson, Edward"
Tryall,Great Britain,52,42,,,,,"Mathews, Thomas"
Amity,Great Britain,121,108,,,,,"Henderson, George"
Lark,Great Britain,289,191,0.37173,0.43979,0.34,,"Davis, Thomas"
Happy Return,Great Britain,179,143,,,,,"Norwood, Benjamin"
Judith,Great Britain,175,140,,,,,"Berry, Thomas"
Dotten Galley,Great Britain,237,190,,,,,"Davidson, Robert"
Liverpool,Great Britain,549,440,,,,,"Webster, William"
Dragon,Great Britain,64,57,,,,,"Symonds, John<br/> Edlington"
John's Adventure,Great Britain,149,132,,,,,"Pease, William"
Unity,Great Britain,295,236,,,,,"Davis, John"
William and Mary,Great Britain,332,269,,,,,"Grazillier, John"
Mayflower,Great Britain,194,155,,,,,"Rust, Walter"
Happy Return,Great Britain,100,81,,,0.19,,"Jackman, Edward"
John's Adventure,Great Britain,237,190,,,,,"Pease, William"
Guinea Hen,Great Britain,157,126,,,,,"Ransford, Solomon<br/> Hardy, James"
Betty,Great Britain,350,280,,,,,"Payne, Paul<br/> Stazly, Andrew"
Betty,Great Britain,121,97,,,,,"Main, William"
Lion and Lamb,Great Britain,449,360,,,,,"Green, Joseph"
Lowther Galley,Great Britain,237,190,,,,,"Lowther, John"
Delight,Great Britain,386,351,,,,,"Boyce, John<br/> Barkley, J"
Ann,Great Britain,386,351,,,,,"White, William"
Betty,Great Britain,85,68,,,,,"Bill, Jacob"
Unity,Great Britain,154,137,,,,,"Bond, Francis"
Edward and Francis,Great Britain,325,281,0.41667,0.50694,,,"Langhorne, Charles"
Betty,Great Britain,237,190,,,,,"Foster, John"
Edward and Francis,Great Britain,273,236,,,,,"Langhorne, Charles<br/> Mildran, Thomas"
Mary,Great Britain,367,313,,,,,"Codner, William"
John's Adventure,Great Britain,187,150,,,,,"Mathews, Thomas"
Edward and Francis,Great Britain,160,143,0.3875,0.375,0.11,56,"Mildrum, Thomas"
Dotten Gally,Great Britain,273,236,,,,,"Cox, John"
William and Elizabeth,Great Britain,490,482,,,0.02,63,"Hamlin, Richard"
Rebeckah,Great Britain,187,150,,,,,"Mathews, Thomas"
Queen,Great Britain,293,235,,,,,"Meale, Thomas"
Amiable,Great Britain,380,290,,,0.24,109,"Porter, James"
Warner,Great Britain,164,131,,,,,"Bennett, Phillip"
Joseph Gally,Great Britain,237,190,,,,,"Rogers, Thomas"
Littleton Gally,Great Britain,380,304,,,,,"Lowther, John"
Ann Gally,Great Britain,112,90,,,,,"Nunn, William"
Mappan,Great Britain,397,318,,,,,"Foster, John<br/> Clapcott, Bernard"
Content,Great Britain,140,126,0.40323,0.34677,0.1,,"Patrick, Stephen<br/> Thorne, Joseph"
Rebeckah,Great Britain,237,190,,,,,"Mathews, Thomas"
Fame,Great Britain,695,640,,,0.08,57,"Browne, William"
Samuel and Elizabeth,Great Britain,448,382,,,,64,"Hamlin, Richard"
Larke Gally,Great Britain,154,133,,,,,"Barber, Isaac"
Amiable,Great Britain,394,336,,,,,"Porter, James"
Royal Consort,Great Britain,536,457,0.61312,0.22398,,,"Crispin, James"
Hawke,Great Britain,153,130,,,,,"Thomas, Nicholas"
Greyhound,Great Britain,112,106,,,0.05,62,"Green, John"
Marseille Merchant,Great Britain,440,380,,,,69,"Foster, John"
Ann and Mary,Great Britain,156,135,,,,,"Harris, Tobias"
Quintyne,Great Britain,187,150,,,,,"Hamlin, Richard"
Robert and Margaret,Great Britain,243,195,,,,,"Lorriston, G"
Happy Edwin,Great Britain,130,104,,,,,"Davis, John"
Olive Branch,Great Britain,182,157,,,,48,"Greaves, Daniel<br/> Newton"
William,Great Britain,146,117,,,,,"Green, John"
Mary,Great Britain,189,151,,,,,"Warner, Henry"
Olive,Great Britain,134,107,,,,,"Greaves, Daniel"
Newport Gally,Great Britain,382,306,,,,,"Falkingham, John"
